"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
1854,8,9,7,167,1.25,0.29,0,0.24,1.78,85,41,76,47,776,7
3159,8,10,1,150,0.39,1.01,0.02,0.36,1.78,57,53,67,47,814,6
24,8,11,1,190,0.85,0.76,0,0.16,1.77,47,21,57,129,377,6
627,16,7,3,103,1.19,0.29,0.24,0.06,1.77,87,35,77,44,930,7
824,3,12,8,158,0.23,0.02,1.49,0.02,1.76,75,30,65,27,966,4
1605,13,17,1,94,1.01,0.6,0,0.15,1.76,76,7,68,10,971,4
3450,9,15,3,175,1.07,0.44,0.01,0.24,1.76,84,58,72,47,953,7
3272,8,10,5,175,1.06,0.54,0,0.16,1.76,75,5,81,54,410,3
1231,4,7,8,117,0.93,0.38,0.4,0.06,1.76,91,29,84,198,164,3
664,8,10,3,43,0.86,0.67,0,0.22,1.76,83,46,80,73,39,6
3337,16,8,9,182,1.23,0.46,0,0.07,1.76,84,29,52,27,753,6
2963,8,8,1,167,0.86,0.67,0,0.22,1.76,71,34,48,33,1027,6
3279,8,10,10,43,0.52,0.95,0,0.29,1.76,70,25,73,24,569,7
2954,8,7,10,6,0.61,0.87,0.02,0.26,1.76,84,25,71,21,541,7
2943,16,10,9,6,1.24,0.45,0,0.07,1.75,80,55,82,57,680,7
1682,10,22,11,43,1.25,0.17,0,0.32,1.75,82,35,40,83,287,3
1481,9,16,1,158,0.45,0.92,0.06,0.32,1.75,83,66,71,291,89,6
1032,9,13,11,43,0.35,1.06,0.02,0.31,1.75,81,28,62,47,273,3
526,15,13,9,103,1,0.53,0.03,0.18,1.75,83,75,71,340,747,6
3571,14,19,4,117,0.3,0.56,0.84,0.05,1.75,65,38,59,135,620,3
582,8,14,10,91,0.85,0.66,0.01,0.22,1.75,55,6,53,6,513,4
3677,8,8,8,112,0.63,0.49,0.45,0.17,1.74,83,35,78,99,598,7
1520,15,18,1,103,1.05,0.52,0.03,0.14,1.74,55,61,26,145,941,7
784,9,18,8,26,0.41,0.44,0.72,0.17,1.74,78,38,74,444,165,6
3228,10,21,9,150,0.61,0.78,0.06,0.27,1.74,63,94,57,3172,743,6
2914,8,7,11,43,0.85,0.66,0,0.22,1.73,92,33,80,71,273,3
1554,10,19,5,152,0.43,0.68,0.42,0.2,1.73,54,83,56,1074,801,4
828,3,16,8,117,0.2,0.14,1.35,0.03,1.73,78,41,72,31,70,7
533,4,8,5,184,0.95,0.7,0,0.08,1.73,78,18,70,27,1020,3
1380,15,18,1,158,0.68,0.88,0.01,0.17,1.73,79,51,62,453,469,6
3142,10,20,7,182,0.35,1.08,0.03,0.26,1.72,61,60,45,575,999,7
2058,17,20,11,167,1.37,0.18,0,0.18,1.72,82,9,54,101,1029,3
1687,16,10,11,43,1.61,0.03,0,0.08,1.72,91,39,67,26,291,3
2925,8,9,8,182,0.8,0.21,0.55,0.15,1.72,80,55,68,134,976,7
408,6,17,9,6,0.41,0.98,0,0.32,1.72,78,26,16,5664,458,6
725,15,18,1,20,1.06,0.5,0.01,0.14,1.71,88,56,70,815,63,6
3128,13,15,4,109,1.17,0.39,0,0.15,1.71,89,25,80,43,405,7
35,8,10,10,152,0.88,0.34,0.32,0.18,1.71,84,57,82,81,608,7
2126,16,9,7,43,1.09,0.55,0,0.07,1.71,83,25,78,35,305,3
651,3,13,4,107,1.15,0.4,0,0.15,1.7,20,13,10,41,69,3
2378,9,17,9,187,0.83,0.6,0.02,0.24,1.7,95,54,75,937,1013,4
2103,8,12,11,43,1.41,0.05,0,0.23,1.7,87,18,77,23,287,3
3254,6,16,10,43,0.59,0.87,0,0.23,1.7,74,17,44,77,951,7
2223,10,22,1,69,0.63,0.76,0.03,0.27,1.7,71,94,36,5096,413,7
2800,8,11,9,150,1.22,0.34,0.04,0.1,1.69,82,59,79,64,1064,6
273,9,19,9,167,0.72,0.65,0.04,0.28,1.69,94,27,76,1863,476,6
1334,4,7,1,43,0.87,0.66,0.08,0.08,1.69,64,8,62,7,389,3
809,4,8,8,80,1.52,0.12,0,0.05,1.69,53,15,60,28,1045,3
2506,5,11,1,26,0.98,0.42,0.22,0.06,1.69,96,82,85,767,165,6
2139,15,14,7,43,0.79,0.7,0.01,0.18,1.68,64,62,50,104,293,7
2827,13,16,5,148,0.92,0.6,0.01,0.15,1.68,78,58,76,301,860,3
2620,9,14,1,175,0.88,0.54,0.02,0.25,1.68,82,50,70,135,1035,6
2733,6,16,12,167,0.98,0.52,0,0.17,1.68,90,70,70,2280,333,4
3266,6,9,10,43,1.67,0,0,0,1.68,79,20,73,25,569,7
1836,4,8,1,117,1.18,0.27,0.17,0.06,1.68,92,44,82,200,639,3
3559,13,14,11,112,0.97,0.4,0.14,0.15,1.67,67,32,76,12,96,3
2931,11,13,9,94,0.9,0.46,0,0.32,1.67,73,35,70,46,748,7
2911,8,9,11,43,0.93,0.52,0,0.22,1.67,93,41,82,125,273,3
1683,7,6,11,43,1.58,0.05,0,0.04,1.67,90,14,59,4,287,3
2944,16,11,9,6,1.22,0.39,0,0.06,1.67,83,40,80,106,680,7
3375,7,7,11,6,1.09,0.49,0.02,0.07,1.67,87,10,74,36,836,3
787,9,15,8,43,0.96,0.42,0.08,0.21,1.67,87,41,70,597,117,6
2897,8,7,7,105,1.13,0.32,0,0.22,1.67,84,28,69,13,684,7
2114,8,9,11,43,1.35,0.09,0,0.23,1.67,94,15,79,81,287,3
1050,9,12,3,43,0.81,0.58,0.01,0.26,1.67,83,37,70,24,277,7
2959,6,19,12,6,0.83,0.66,0,0.18,1.67,86,68,70,1346,130,7
2887,8,9,5,175,1.08,0.45,0,0.14,1.67,71,9,81,85,410,3
3481,10,21,2,152,0.45,0.9,0.05,0.26,1.66,79,103,73,2161,904,6
261,13,14,11,175,0.45,1.02,0,0.2,1.66,44,17,71,41,408,3
2910,8,6,11,43,0.78,0.61,0.06,0.2,1.66,93,35,74,33,288,3
2690,13,14,11,182,0.93,0.56,0,0.16,1.66,78,28,78,22,987,4
2067,8,10,11,105,0.81,0.63,0,0.21,1.66,83,44,83,19,585,3
2621,15,19,1,36,1.01,0.5,0.01,0.13,1.66,81,42,56,325,1035,6
2086,8,8,11,43,1.25,0.15,0.03,0.22,1.66,83,22,74,28,273,3
1586,15,18,1,193,0.9,0.61,0,0.15,1.66,79,59,63,114,983,4
794,8,11,3,16,0.96,0.12,0.54,0.04,1.66,72,29,75,71,871,7
601,10,22,8,112,0.65,0.45,0.34,0.22,1.65,89,69,79,1940,346,6
1541,13,17,5,117,0.58,0.21,0.79,0.07,1.65,77,49,76,156,400,4
1727,5,10,4,117,0.9,0.11,0.6,0.05,1.65,71,33,70,51,430,3
2941,13,14,1,94,1.21,0.3,0,0.14,1.65,56,24,58,18,515,7
2123,15,12,7,43,0.76,0.69,0.02,0.18,1.65,77,52,54,82,273,4
1362,9,13,1,150,0.57,0.72,0.06,0.29,1.65,79,64,74,544,638,7
1977,13,13,10,43,0.9,0.54,0.04,0.17,1.65,68,38,63,56,283,3
149,15,14,9,43,1.09,0.37,0.02,0.16,1.64,72,76,67,233,282,6
3313,8,8,11,43,0.8,0.63,0,0.21,1.64,88,18,80,18,287,3
2395,8,10,1,182,0.54,0.88,0,0.22,1.64,83,51,76,120,994,6
1006,17,20,9,182,0.8,0.69,0.01,0.14,1.63,82,15,66,383,994,6
924,16,10,11,148,1.54,0.02,0,0.07,1.63,92,42,82,93,1029,3
260,9,19,2,150,0.52,0.8,0.06,0.26,1.63,70,98,72,2652,728,6
2331,5,7,12,117,0.78,0.25,0.56,0.04,1.63,89,39,78,121,639,3
3314,8,9,11,43,1.18,0.34,0,0.1,1.63,89,23,79,40,287,3
402,6,23,9,6,0.58,0.81,0,0.23,1.63,81,29,43,1651,973,6
111,7,5,5,150,0.71,0.48,0.32,0.11,1.63,90,19,79,53,816,3
2115,8,10,11,43,1.32,0.09,0,0.22,1.62,88,29,79,35,291,3
1763,15,18,9,167,0.86,0.62,0.01,0.13,1.62,86,80,69,869,777,6
3520,15,12,10,103,0.45,0.95,0.02,0.2,1.62,84,65,71,131,734,3
1522,15,16,10,103,1.02,0.46,0,0.13,1.62,74,50,22,69,347,3
1542,5,9,7,117,1.01,0.11,0.45,0.04,1.62,61,28,70,69,400,3
1601,10,19,1,193,0.59,0.76,0.01,0.26,1.62,83,22,68,262,983,4
2566,9,23,4,43,0.99,0.41,0,0.22,1.62,92,35,75,107,405,7
822,3,13,8,158,0.3,0.02,1.27,0.03,1.62,80,44,70,50,70,4
2168,8,10,11,43,0.79,0.62,0,0.21,1.61,77,33,78,20,291,3
3016,5,11,11,117,0.98,0.38,0.2,0.04,1.61,76,39,78,55,634,3
2454,15,17,9,20,0.82,0.6,0.03,0.15,1.6,81,77,58,559,439,6
1718,3,12,11,117,0.98,0.04,0.49,0.09,1.6,69,40,71,37,878,3
1481,15,16,1,158,0.59,0.83,0.02,0.17,1.6,81,74,71,267,89,6
2736,7,5,1,91,0.71,0.48,0.3,0.1,1.6,86,17,83,326,502,6
2830,5,9,5,148,1.05,0.44,0.06,0.04,1.6,72,49,69,125,860,3
922,8,10,11,61,1.26,0.12,0,0.21,1.59,83,24,66,36,1029,3
689,6,2,8,6,0.01,1.58,0,0,1.59,94,12,78,850,130,6
1004,15,14,1,182,0.71,0.69,0.02,0.18,1.59,85,75,58,288,994,6
3209,5,12,1,117,1.15,0.36,0.04,0.04,1.59,96,16,83,568,639,7
2399,9,13,11,91,0.04,1.1,0.32,0.13,1.59,74,19,52,47,513,3
2357,13,12,8,117,0.78,0.37,0.3,0.13,1.58,53,34,58,106,375,3
1529,1,18,1,158,0.88,0.26,0.34,0.1,1.58,75,54,73,267,878,4
584,13,14,10,91,0.94,0.48,0.01,0.15,1.58,69,8,59,6,513,4
2849,15,14,3,182,0.92,0.43,0.07,0.15,1.58,85,62,70,157,608,7
2829,9,17,5,148,0.6,0.69,0.02,0.26,1.58,76,38,73,253,823,3
2902,4,8,5,190,0.85,0.65,0,0.08,1.58,76,18,67,13,249,3
1724,14,21,4,117,0.69,0.53,0.24,0.12,1.58,66,66,56,279,645,3
686,9,14,1,26,0.58,0.45,0.34,0.2,1.57,84,63,73,311,165,6
638,17,19,1,103,1.06,0.35,0.01,0.15,1.57,78,69,59,908,166,6
2112,8,7,11,43,0.77,0.6,0,0.2,1.57,90,18,78,24,287,3
1194,15,19,9,103,0.92,0.5,0.03,0.12,1.57,79,81,45,779,311,6
3550,17,20,1,182,0.9,0.53,0,0.14,1.57,78,15,49,712,994,6
1297,3,14,4,6,0.84,0.57,0,0.16,1.57,72,40,71,5,1020,4
1680,17,20,11,43,1.31,0.09,0,0.16,1.57,80,19,55,138,287,3
509,8,8,9,62,0.98,0.53,0,0.06,1.57,55,10,77,45,697,7
1728,5,11,4,117,0.95,0.11,0.46,0.04,1.57,64,25,70,53,428,3
827,3,14,8,158,0.17,0.02,1.36,0.02,1.57,84,46,76,57,70,4
2790,8,6,7,167,0.77,0.6,0,0.2,1.56,79,21,59,18,776,7
1050,8,12,3,43,1.07,0.4,0,0.1,1.56,84,32,72,41,277,7
2132,15,18,7,43,0.62,0.78,0.01,0.15,1.56,83,54,76,134,273,7
424,13,14,11,167,0.86,0.54,0,0.15,1.56,38,10,48,7,171,3
2364,3,15,8,117,0.57,0.43,0.44,0.12,1.56,54,26,81,133,181,3
1602,13,17,1,38,0.73,0.67,0,0.15,1.55,73,14,61,13,971,4
2990,8,8,7,16,0.76,0.59,0,0.2,1.55,71,37,48,36,759,7
3348,16,9,9,182,0.91,0.57,0,0.07,1.55,86,39,76,31,987,6
1594,15,16,1,193,0.95,0.46,0,0.14,1.55,79,58,71,62,971,4
2871,7,7,1,6,0.57,0.87,0.02,0.09,1.55,74,15,78,35,1020,3
1288,13,15,4,6,0.92,0.48,0,0.15,1.55,89,25,60,49,1020,7
3597,10,20,9,20,0.47,0.8,0.03,0.24,1.55,79,73,72,1116,549,6
1692,15,16,1,167,0.85,0.55,0,0.15,1.55,74,79,69,458,5,6
272,9,16,9,167,0.85,0.46,0.02,0.22,1.54,88,62,73,492,7,6
595,8,6,8,150,0.83,0.44,0.08,0.19,1.54,80,27,73,99,529,7
3530,6,9,12,6,0.58,0.87,0,0.09,1.54,88,23,81,713,130,7
42,13,14,11,16,0.78,0.43,0.19,0.14,1.54,69,6,72,14,398,3
3340,15,12,9,182,1.4,0.02,0.02,0.1,1.54,90,78,71,215,995,7
1964,8,11,11,43,1.26,0.07,0,0.21,1.54,87,25,77,47,287,3
3469,12,17,9,150,0.53,0.66,0.13,0.22,1.53,80,80,65,770,618,7
1213,13,17,4,112,0.42,0.65,0.33,0.14,1.53,64,28,69,13,609,4
2404,9,18,11,91,0.18,0.63,0.49,0.24,1.53,82,37,58,146,513,3
725,9,18,1,20,0.72,0.52,0.04,0.25,1.53,89,35,70,781,63,6
1716,5,9,11,117,1.09,0.15,0.25,0.04,1.53,81,49,71,56,164,3
403,6,18,9,6,0.64,0.69,0,0.19,1.53,74,11,33,1635,973,6
2521,13,13,1,26,0.67,0.43,0.29,0.14,1.52,75,47,67,122,175,6
3241,8,8,11,43,0.36,0.9,0,0.27,1.52,38,21,41,26,948,7
771,14,20,5,117,0.7,0.55,0.16,0.12,1.52,83,77,80,712,766,3
1051,9,15,3,43,0.92,0.4,0,0.2,1.52,88,46,67,95,273,7
3019,5,8,6,16,1.11,0.31,0.06,0.04,1.52,87,34,76,51,49,3
2284,8,8,1,112,1.26,0.05,0,0.21,1.51,73,19,69,26,608,3
1979,13,14,10,43,0.7,0.64,0.01,0.16,1.51,76,19,72,24,283,3
641,15,17,9,43,0.94,0.44,0,0.13,1.51,90,83,77,679,1028,6
3240,8,13,1,43,0.35,0.03,0,1.13,1.51,68,10,73,27,305,7
3240,3,13,1,43,0.56,0.77,0,0.17,1.51,69,17,64,18,389,7
1115,6,17,11,148,0.02,1.16,0,0.33,1.51,84,45,71,172,877,3
2201,9,17,8,112,0.6,0.47,0.21,0.23,1.51,85,89,77,984,529,4
2847,5,9,3,112,0.99,0.32,0.11,0.08,1.5,93,45,82,135,608,7
398,9,12,9,6,0.6,0.62,0.03,0.26,1.5,80,43,60,92,973,7
3335,8,6,7,32,0.66,0.52,0.15,0.17,1.5,76,15,80,64,376,3
2494,8,8,9,175,0.49,0.78,0,0.23,1.5,84,30,74,35,1035,6
1683,8,6,11,43,1.19,0.07,0.05,0.2,1.5,91,25,68,7,287,3
2957,9,16,1,94,0.8,0.49,0,0.21,1.5,63,41,59,121,541,7
2567,9,14,4,109,1.13,0.2,0,0.16,1.49,91,24,70,88,405,7
1090,5,9,8,117,0.72,0.38,0.36,0.04,1.49,80,55,72,94,878,7
1776,16,8,9,43,1,0.43,0,0.06,1.49,81,18,60,23,281,7
1674,8,14,11,43,1.22,0,0,0.27,1.49,67,4,61,24,291,3
636,15,16,1,26,0.75,0.52,0.09,0.12,1.49,79,76,60,216,134,6
1692,9,16,1,167,0.5,0.69,0.04,0.26,1.49,75,61,68,297,5,6
219,17,21,1,193,0.88,0.47,0,0.14,1.49,85,16,57,694,782,6
707,8,12,9,158,0.47,0.37,0.52,0.12,1.48,57,51,60,103,878,7
2837,11,13,7,148,0.44,0.67,0,0.37,1.48,60,24,69,35,93,3
2523,9,17,9,150,0.64,0.57,0.05,0.22,1.48,83,91,69,543,462,6
835,3,14,2,175,0.99,0.35,0,0.13,1.48,68,12,46,4,43,3
8,15,14,1,6,0.82,0.51,0.01,0.14,1.48,65,69,62,71,973,7
1703,8,11,11,167,0.72,0.56,0,0.19,1.48,82,19,65,20,520,3
1047,8,10,3,43,1.08,0.2,0,0.2,1.48,85,43,81,25,287,7
1605,15,17,1,94,0.84,0.51,0,0.13,1.48,75,43,69,42,971,4
3361,16,10,1,182,0.82,0.59,0,0.07,1.48,93,74,77,68,1001,7
400,12,18,1,6,0.71,0.43,0.07,0.26,1.47,33,58,39,479,637,6
3342,15,18,9,182,0.93,0.4,0.02,0.12,1.47,79,75,63,334,995,6
1050,15,12,3,43,1.33,0.03,0.01,0.1,1.47,86,67,79,264,277,7
3676,7,4,8,160,0.29,0.19,0.89,0.1,1.46,84,15,75,204,883,7
3030,3,16,6,193,1.06,0.29,0,0.11,1.46,81,53,73,46,20,4
3018,5,7,6,16,0.95,0.37,0.1,0.04,1.46,87,28,70,46,49,3
2849,9,14,3,182,0.72,0.4,0.14,0.2,1.46,85,65,70,129,608,7
1740,5,11,11,117,0.93,0.24,0.25,0.04,1.46,76,38,77,41,608,3
238,15,14,9,43,0.81,0.46,0.04,0.15,1.46,83,70,68,263,278,7
1384,15,17,9,175,0.83,0.48,0.02,0.12,1.45,70,85,51,399,497,6
2255,8,10,1,26,0.37,0.47,0.54,0.07,1.45,85,53,77,73,165,6
2492,8,10,9,167,0.71,0.55,0,0.19,1.45,73,42,69,70,776,6
2515,8,9,1,26,0.54,0.35,0.46,0.1,1.45,71,40,74,94,165,6
1757,9,17,8,43,0.78,0.45,0.03,0.19,1.45,94,62,76,1081,117,6
1590,3,17,12,193,1.02,0.32,0,0.11,1.45,59,14,60,11,412,3
2057,10,19,11,167,0.89,0.31,0.01,0.23,1.45,85,20,56,368,1029,3
2760,8,13,4,150,0.04,1.08,0,0.32,1.44,73,13,66,8,814,4
747,15,19,1,38,0.97,0.34,0,0.13,1.44,74,38,56,79,88,4
1976,3,13,4,182,0.37,0.89,0,0.18,1.44,71,7,59,5,987,3
3315,8,10,11,43,1.03,0.32,0,0.09,1.44,88,30,73,20,287,3
2113,8,8,11,43,1.16,0.08,0,0.19,1.44,91,19,77,27,287,3
2957,15,16,1,94,0.95,0.37,0,0.11,1.43,61,59,48,180,541,7
1152,7,5,1,67,0.8,0.54,0,0.09,1.43,77,4,70,8,128,3
3650,15,13,3,175,0.92,0.38,0,0.13,1.43,71,41,59,48,1057,7
1515,15,16,7,103,0.92,0.39,0,0.12,1.43,52,46,41,20,115,3
2786,13,13,4,43,0.52,0.75,0,0.16,1.43,65,26,67,10,698,3
475,4,10,5,117,0,0,1.39,0.03,1.43,84,14,77,44,639,3
108,6,17,12,182,0,1.13,0,0.29,1.43,83,33,61,493,133,7
1351,13,14,6,43,0.96,0.33,0,0.13,1.43,63,12,66,11,272,3
2836,11,12,7,148,0.73,0.42,0,0.27,1.42,64,25,69,38,93,3
271,9,14,9,167,0.75,0.46,0.01,0.2,1.42,94,51,78,881,252,6
1758,9,18,8,43,0.63,0.56,0.03,0.2,1.42,93,30,46,1849,117,6
387,8,8,11,6,0.7,0.54,0,0.18,1.42,59,7,69,12,794,7
2750,6,19,10,43,0.48,0.77,0,0.17,1.42,64,75,13,4572,569,4
3206,4,10,1,117,0.89,0.22,0.22,0.1,1.42,89,56,81,203,336,3
2167,8,10,11,43,1.15,0.08,0,0.19,1.42,80,36,80,45,291,3
641,9,17,9,43,0.73,0.48,0,0.21,1.42,89,78,75,535,1028,6
3306,13,14,11,43,0.8,0.47,0,0.14,1.42,81,18,78,34,291,3
1813,9,19,1,91,0.45,0.37,0.44,0.16,1.42,80,61,70,746,700,6
2479,13,12,4,182,1.22,0.06,0.02,0.11,1.42,76,54,70,116,993,3
825,3,16,8,158,0.09,0.07,1.24,0.02,1.41,77,33,64,15,966,3
3452,9,16,3,175,0.8,0.4,0.02,0.18,1.41,85,54,63,48,1057,7
1781,9,18,1,43,0.48,0.62,0.06,0.26,1.41,55,22,51,250,228,6
2814,15,15,4,148,0.85,0.43,0,0.13,1.41,79,45,76,40,93,4
692,15,19,8,6,0.9,0.39,0,0.12,1.41,87,42,57,384,130,6
3440,8,7,7,150,1.19,0.17,0,0.05,1.41,91,15,75,98,451,6
2035,8,10,7,43,0.69,0.54,0,0.18,1.41,87,19,75,15,291,3
1051,15,15,3,43,0.95,0.33,0,0.13,1.4,87,76,72,86,273,7
2878,16,8,1,6,1.07,0.28,0,0.05,1.4,79,29,66,11,973,3
1604,11,12,1,94,0.58,0.5,0,0.32,1.4,83,11,77,26,971,4
640,15,14,1,43,0.89,0.39,0,0.13,1.4,89,79,78,768,283,6
1596,13,15,1,6,0.9,0.38,0,0.12,1.4,72,13,52,14,971,4
2536,11,10,7,150,0.36,0.44,0.32,0.27,1.4,88,58,73,65,608,3
2817,4,10,5,175,0.74,0.52,0.08,0.06,1.4,79,30,75,34,257,3
494,8,8,7,30,0.03,1.05,0.02,0.3,1.4,86,25,68,24,192,3
1133,17,20,7,103,0.5,0.78,0.01,0.11,1.4,86,85,73,977,701,4
1684,7,7,11,43,0.78,0.53,0,0.09,1.39,88,9,71,7,287,3
868,8,11,1,170,0.24,0.18,0.91,0.06,1.39,69,29,79,68,663,7
1433,15,19,3,193,0.97,0.3,0,0.11,1.38,81,63,70,362,625,7
1004,9,14,1,182,0.43,0.69,0.01,0.26,1.38,85,49,55,241,994,6
3692,1,20,5,117,0.48,0.53,0.28,0.09,1.38,64,71,52,155,76,3
3433,16,9,1,6,0.96,0.37,0,0.05,1.38,77,39,69,28,546,6
2612,17,19,1,103,0.83,0.43,0,0.13,1.38,60,77,52,1409,219,6
1926,17,21,3,193,1.03,0.21,0,0.14,1.38,86,21,64,279,1040,6
2550,17,21,2,158,0.55,0.7,0.02,0.11,1.38,86,102,71,1288,217,6
2829,15,17,5,148,0.71,0.53,0,0.13,1.38,77,49,74,340,830,3
613,8,7,11,3,0.67,0.53,0,0.18,1.38,81,21,72,18,1058,7
201,3,15,1,6,1.26,0.02,0,0.1,1.38,60,6,58,7,654,3
1597,8,14,1,94,0.6,0.01,0,0.76,1.37,77,12,75,16,971,4
678,15,17,9,158,0.76,0.47,0.02,0.12,1.37,89,70,74,684,300,6
1086,3,13,8,158,0.33,0.41,0.54,0.1,1.37,81,44,52,60,880,4
402,13,16,9,6,0.8,0.45,0,0.12,1.37,80,25,49,87,973,6
678,9,17,9,158,0.5,0.59,0.07,0.22,1.37,89,50,73,682,300,6
2936,16,10,8,6,0.99,0.33,0,0.05,1.37,86,67,77,140,658,7
3244,11,11,10,43,0.49,0.55,0,0.33,1.37,65,17,60,32,569,7
636,9,16,1,26,0.43,0.56,0.15,0.21,1.36,80,54,58,178,134,6
2539,9,12,7,112,0.24,0.7,0.16,0.26,1.36,78,45,62,52,609,3
3338,16,10,9,182,0.86,0.45,0,0.06,1.36,80,53,80,58,753,7
2138,15,17,1,43,0.63,0.57,0,0.15,1.36,68,65,51,160,121,7
530,4,9,5,190,0.63,0.66,0,0.07,1.36,75,21,69,30,1020,3
3328,15,20,9,43,0.87,0.34,0.02,0.13,1.36,83,21,50,371,141,6
644,8,8,9,43,0.67,0.52,0,0.17,1.36,73,20,80,36,608,6
3639,9,18,1,175,0.51,0.6,0,0.25,1.35,76,24,72,99,953,7
1352,13,15,4,43,0.7,0.52,0,0.13,1.35,63,16,54,6,305,3
1187,3,15,6,2,0.79,0.42,0.01,0.13,1.35,60,17,84,4,914,3
377,15,14,7,43,0.63,0.57,0.01,0.14,1.35,88,68,60,279,215,4
1851,17,20,1,193,0.73,0.5,0.01,0.12,1.35,87,12,71,585,597,6
1948,9,14,7,150,0.43,0.65,0.02,0.25,1.35,82,63,71,318,321,7
2627,8,10,1,43,0.22,0.05,1.06,0.02,1.35,73,37,78,23,663,7
237,6,19,9,43,0.39,0.87,0,0.1,1.35,81,52,51,3517,278,6
1193,17,22,9,103,0.78,0.44,0,0.12,1.35,84,96,53,815,947,6
1032,11,13,11,43,0.2,0.76,0,0.39,1.35,79,7,65,15,273,3
1033,11,14,11,43,0.23,0.73,0.02,0.37,1.35,84,8,80,21,273,3
1032,15,13,11,43,0.31,0.89,0.01,0.14,1.35,82,43,70,57,273,3
3112,8,8,7,16,0.95,0.21,0.01,0.18,1.34,73,19,65,23,696,7
686,15,14,1,26,0.79,0.34,0.08,0.13,1.34,84,61,71,248,165,6
3353,9,14,9,182,0.66,0.44,0.04,0.21,1.34,81,32,70,93,994,6
1843,13,16,1,117,0.85,0.27,0.13,0.1,1.34,79,71,56,482,930,7
557,15,17,1,43,0.71,0.49,0.02,0.12,1.34,84,72,66,533,219,6
466,3,14,8,158,0.61,0.16,0.49,0.08,1.34,92,57,80,440,966,4
1753,9,17,3,26,0.81,0.28,0.11,0.14,1.34,84,56,64,147,165,7
776,16,11,9,6,0.85,0.43,0,0.06,1.34,88,71,65,116,1020,6
3351,17,21,9,182,0.77,0.45,0,0.12,1.34,74,24,60,252,994,6
975,9,16,7,30,0.25,0.75,0.08,0.26,1.34,84,46,69,83,193,3
1908,11,11,8,26,0.24,0.03,1.03,0.04,1.34,71,34,77,78,165,7
772,5,10,5,117,0.84,0.22,0.24,0.04,1.34,80,49,74,30,639,4
2123,8,12,7,43,1.22,0.05,0.05,0.01,1.34,74,26,75,60,273,4
1649,15,12,9,26,1.09,0.04,0.1,0.1,1.34,79,76,62,187,165,7
1762,8,9,9,167,0.65,0.51,0,0.17,1.34,73,27,73,63,781,6
238,9,14,9,43,0.76,0.35,0.05,0.18,1.34,84,50,72,203,278,7
1963,8,10,11,43,1.1,0.06,0,0.18,1.34,90,28,77,51,287,3
64,15,16,1,103,0.66,0.5,0.05,0.13,1.33,83,100,72,1156,762,7
1838,5,10,9,117,0.87,0.35,0.07,0.04,1.33,92,60,79,279,766,7
523,8,10,7,169,0.65,0.51,0,0.17,1.33,57,15,56,21,889,3
3650,9,13,3,175,0.62,0.49,0.01,0.2,1.33,74,27,64,41,1057,7
2775,15,19,5,6,0.86,0.34,0,0.12,1.32,83,37,48,45,1020,4
1253,3,15,1,167,0.58,0.56,0.05,0.14,1.32,93,85,74,280,773,6
3452,15,16,3,175,0.9,0.31,0,0.11,1.32,84,70,58,80,1057,7
3614,6,14,8,6,0.01,0.13,0,1.18,1.32,91,47,66,930,130,7
2155,8,8,11,16,1.06,0.08,0,0.18,1.32,93,20,65,25,1029,3
162,12,18,1,182,0.53,0.48,0.06,0.24,1.32,70,71,63,318,987,6
3698,15,16,11,182,0.79,0.41,0,0.11,1.32,73,32,66,25,994,3
2128,11,11,7,43,0.69,0.37,0.02,0.24,1.32,74,36,76,38,929,3
2454,9,17,9,20,0.47,0.58,0.06,0.2,1.31,81,37,53,353,439,6
1594,9,16,1,193,0.55,0.55,0,0.21,1.31,79,42,71,52,971,4
1669,8,11,5,6,0.78,0.45,0,0.07,1.31,69,25,65,25,969,4
3286,17,21,8,112,0.69,0.5,0,0.11,1.31,91,13,83,3963,177,6
3438,8,8,9,3,0.64,0.5,0,0.17,1.31,61,20,64,27,26,6
6,15,15,1,6,0.84,0.35,0,0.12,1.31,78,83,69,356,731,6
374,16,10,7,43,0.84,0.43,0,0.04,1.31,94,76,63,139,215,7
3128,15,15,4,109,0.97,0.23,0,0.11,1.3,89,76,77,127,405,7
2076,8,12,11,43,1.07,0.04,0.02,0.17,1.3,63,12,51,39,287,3
3693,14,21,5,117,0.62,0.47,0.11,0.1,1.3,78,83,76,376,381,3
2773,15,18,1,6,0.75,0.44,0,0.11,1.3,80,35,57,38,969,4
2757,8,11,4,150,0.27,0.02,0,1.02,1.3,78,22,74,6,807,7
3096,15,15,3,112,0.71,0.41,0.05,0.12,1.3,80,59,61,132,610,7
164,17,21,1,182,0.62,0.56,0,0.11,1.3,78,22,52,402,997,6
2368,3,16,8,117,0.5,0.16,0.58,0.05,1.29,68,25,73,25,213,3
1588,9,14,1,193,0.72,0.39,0,0.19,1.29,75,24,68,33,971,4
557,9,17,1,43,0.46,0.56,0.06,0.21,1.29,85,54,63,406,219,6
2342,4,9,5,169,0.93,0.34,0,0.02,1.29,49,10,53,5,704,3
1991,3,13,4,16,1.13,0.01,0.06,0.09,1.29,67,19,50,8,547,3
651,13,15,4,200,1.2,0,0,0.09,1.29,56,4,41,5,69,3
