"carat","depth","table","price","x","y","z","cut"
0.32,62.3,58,561,4.36,4.41,2.73,"Suitable"
0.66,61.6,57,3049,5.64,5.57,3.45,"Suitable"
0.77,61.3,60,2846,5.91,5.81,3.59,"Suitable"
0.73,58.6,60,2812,5.92,5.89,3.46,"Suitable"
0.7,59.3,62,2905,5.78,5.82,3.44,"Suitable"
0.81,61.7,58,3107,5.98,5.95,3.68,"Suitable"
0.71,63.3,59,3064,5.64,5.68,3.58,"Suitable"
0.82,59.9,59,2893,6.09,6.06,3.64,"Suitable"
0.71,60.9,56,2895,5.75,5.78,3.51,"Suitable"
1.03,63.2,58,2988,6.44,6.34,4.04,"Suitable"
0.76,62.1,56,2978,5.85,5.88,3.64,"Suitable"
0.83,62.5,59,2800,5.95,6.02,3.74,"Suitable"
0.91,60.2,59,2981,6.29,6.24,3.77,"Suitable"
0.73,61.4,56,2886,5.79,5.81,3.56,"Suitable"
0.79,60.3,60,2907,5.98,6.02,3.62,"Suitable"
0.79,63.7,58,3077,5.79,5.85,3.71,"Suitable"
0.91,62.4,61,3169,6.13,6.2,3.85,"Suitable"
0.78,62.4,58,2777,5.83,5.8,3.63,"Suitable"
0.71,60.7,58,2861,5.95,5.78,3.56,"Suitable"
0.66,61,58,2861,5.67,5.57,3.43,"Suitable"
0.3,63.3,56,554,4.29,4.27,2.71,"Suitable"
0.91,61.6,57,3034,6.23,6.24,3.84,"Suitable"
0.82,61.8,55,2959,6,6.03,3.72,"Suitable"
0.33,63,58,557,4.42,4.4,2.78,"Suitable"
0.8,61,55,2978,6,6.03,3.67,"Suitable"
0.73,62.4,58.1,2999,5.71,5.75,3.58,"Suitable"
0.71,61.1,58,3006,5.8,5.76,3.53,"Suitable"
0.73,60.3,59,2841,5.9,5.87,3.55,"Suitable"
0.71,62.2,58,2807,5.66,5.72,3.54,"Suitable"
0.9,63.2,56,3120,6.15,6.12,3.88,"Suitable"
0.73,62.9,56,3135,5.71,5.77,3.61,"Suitable"
0.43,58.4,62,555,4.94,5,2.9,"Suitable"
0.9,63.1,59,3024,6.09,6.05,3.83,"Suitable"
0.64,61.3,56,2790,5.54,5.58,3.41,"Suitable"
0.72,62.5,59,3024,5.73,5.7,3.57,"Suitable"
0.77,58.6,59,3160,6,6.04,3.53,"Suitable"
0.71,59.7,59,2863,5.82,5.8,3.47,"Suitable"
1.01,61.8,60,2781,6.39,6.36,3.94,"Suitable"
0.74,62,56,2947,5.79,5.82,3.6,"Suitable"
0.7,60.8,57,2956,5.75,5.77,3.5,"Suitable"
0.85,60.4,56,3118,6.26,6.17,3.75,"Suitable"
0.71,62.1,60,3002,5.68,5.72,3.54,"Suitable"
0.7,62.6,59,3105,5.66,5.62,3.53,"Suitable"
0.83,61.4,59,2840,6.08,6.04,3.72,"Suitable"
0.71,59.1,61,2863,5.84,5.8,3.44,"Suitable"
0.52,61.8,60,2870,5.16,5.13,3.18,"Suitable"
0.32,62.3,58,561,4.34,4.39,2.72,"Suitable"
0.85,62,57,2913,6.1,6.02,3.76,"Suitable"
0.71,62.7,58,2879,5.71,5.67,3.57,"Suitable"
0.75,63.4,56,2808,5.78,5.74,3.65,"Suitable"
0.59,62,56,2829,5.36,5.38,3.33,"Suitable"
0.69,61.5,60,2993,5.64,5.67,3.48,"Suitable"
0.24,61.7,56,559,3.99,4.01,2.47,"Suitable"
0.7,58.7,63,2862,5.73,5.69,3.35,"Suitable"
0.97,60.7,56,2830,6.41,6.43,3.9,"Suitable"
0.91,63,57,3087,6.1,6.19,3.87,"Suitable"
0.73,60.4,59,2772,5.83,5.89,3.54,"Suitable"
0.92,60.9,62,3091,6.31,6.26,3.83,"Suitable"
0.77,61.7,55,3154,5.87,5.9,3.63,"Suitable"
0.8,61.4,57,2761,5.96,6,3.67,"Suitable"
0.73,61.2,57,3089,5.79,5.86,3.56,"Suitable"
0.7,62.6,56,3068,5.65,5.69,3.55,"Suitable"
0.74,61.5,54,3101,5.84,5.86,3.6,"Suitable"
0.7,61.7,58,2812,5.63,5.69,3.49,"Suitable"
0.32,61,59,561,4.42,4.46,2.71,"Suitable"
0.7,63.1,56,3073,5.64,5.67,3.57,"Suitable"
0.79,62.9,55,3075,5.93,5.86,3.71,"Suitable"
0.54,61.4,52,2897,5.3,5.34,3.26,"Suitable"
0.8,59.9,59,2762,6.01,6.07,3.62,"Suitable"
0.71,60.8,56,2863,5.8,5.77,3.52,"Suitable"
0.9,63.4,54,2834,6.17,6.14,3.9,"Suitable"
0.73,61.4,58,2841,5.82,5.77,3.56,"Suitable"
0.79,62.3,57,2898,5.9,5.85,3.66,"Suitable"
0.79,61.1,57,2898,5.98,5.93,3.64,"Suitable"
1.02,62.3,58,3119,6.42,6.37,3.98,"Suitable"
0.77,63.2,58,2873,5.8,5.84,3.68,"Suitable"
0.73,62.6,60,2876,5.68,5.75,3.58,"Suitable"
0.9,63,57,3084,6.08,6.05,3.82,"Suitable"
0.34,61.8,55,555,4.48,4.52,2.78,"Suitable"
0.7,62.8,57,3165,5.63,5.68,3.55,"Suitable"
0.9,61.8,58,3121,6.26,6.2,3.85,"Suitable"
0.7,62.8,60,2782,5.68,5.66,3.56,"Suitable"
0.77,62.8,58,2986,5.78,5.84,3.65,"Suitable"
0.7,63,60,2838,5.64,5.57,3.53,"Suitable"
0.76,62.9,57,2770,5.79,5.81,3.65,"Suitable"
0.64,61.7,58,2960,5.52,5.56,3.42,"Suitable"
0.7,62.5,57,2757,5.7,5.72,3.57,"Suitable"
0.62,61.8,56,2869,5.43,5.47,3.37,"Suitable"
1.04,61.6,61,2870,6.47,6.45,3.98,"Suitable"
0.52,62.2,55,2783,5.14,5.18,3.21,"Suitable"
0.71,61.6,56,2965,5.71,5.75,3.53,"Suitable"
0.81,61.3,60,2926,6,5.94,3.66,"Suitable"
0.71,62.4,61,2803,5.7,5.65,3.54,"Suitable"
0.9,61.9,59,3119,6.14,6.2,3.82,"Suitable"
0.7,62.5,57,2822,5.62,5.59,3.51,"Suitable"
0.74,62.7,58,2999,5.83,5.74,3.63,"Suitable"
0.32,62.6,54,561,4.37,4.41,2.75,"Suitable"
0.7,61.3,60,2952,5.68,5.7,3.49,"Suitable"
0.32,61.4,55,561,4.4,4.46,2.72,"Suitable"
0.79,61.3,59,3053,5.97,5.91,3.64,"Suitable"
0.71,62.9,57,2910,5.6,5.66,3.54,"Suitable"
0.74,62.2,59,2762,5.73,5.82,3.59,"Suitable"
1,62.3,58,2801,6.45,6.34,3.98,"Suitable"
0.74,60.6,55,3130,5.87,5.93,3.57,"Suitable"
0.9,63.1,54,3084,6.2,6.17,3.9,"Suitable"
0.34,60.4,57,555,4.54,4.57,2.75,"Suitable"
0.71,62.7,58,2776,5.74,5.68,3.58,"Suitable"
0.73,62,57,2854,5.86,5.76,3.6,"Suitable"
0.91,63.5,57,2852,6.12,6.07,3.87,"Suitable"
0.7,61.6,55,2806,5.72,5.74,3.53,"Suitable"
0.9,62.1,62,2964,6.12,6.05,3.78,"Suitable"
0.72,60.2,59,2846,5.79,5.84,3.5,"Suitable"
0.74,60.5,60,2921,5.79,5.81,3.51,"Suitable"
0.7,61.8,60,2936,5.63,5.69,3.5,"Suitable"
0.33,60.4,59,557,4.54,4.5,2.73,"Suitable"
0.71,61.9,57,2771,5.73,5.77,3.56,"Suitable"
0.75,60.2,57,3136,5.93,5.9,3.56,"Suitable"
0.22,60.4,61,342,3.88,3.84,2.33,"Suitable"
0.33,62.6,58,557,4.42,4.4,2.76,"Suitable"
0.97,60.7,56,2856,6.43,6.41,3.9,"Suitable"
0.74,63.5,56,2803,5.74,5.79,3.66,"Suitable"
0.7,61.1,56,3017,5.72,5.74,3.5,"Suitable"
0.7,61,57,2932,5.8,5.71,3.51,"Suitable"
0.7,62.9,60,3054,5.62,5.67,3.55,"Suitable"
0.72,62,56,2962,5.73,5.76,3.56,"Suitable"
0.42,61.5,59,552,4.78,4.84,2.96,"Suitable"
0.7,63,60,2812,5.57,5.64,3.53,"Suitable"
0.76,61.4,57,3038,5.85,5.88,3.6,"Suitable"
0.76,62.4,57,2770,5.78,5.83,3.62,"Suitable"
0.7,63,55,2993,5.65,5.69,3.57,"Suitable"
0.8,59.6,59,3136,6.09,6,3.6,"Suitable"
0.76,61.8,57,3170,5.84,5.87,3.62,"Suitable"
0.68,59.7,57,2922,5.79,5.76,3.45,"Suitable"
0.91,60.2,52,2935,6.27,6.15,3.74,"Suitable"
0.74,61.8,58,2897,5.81,5.77,3.58,"Suitable"
0.31,62.7,58,558,4.34,4.31,2.71,"Suitable"
0.74,61.3,61,2775,5.8,5.84,3.57,"Suitable"
0.8,61.5,54,2890,6.07,6,3.71,"Suitable"
0.82,62.1,56,2937,6.01,5.98,3.72,"Suitable"
0.55,60.9,57,2789,5.28,5.3,3.22,"Suitable"
0.71,60.4,57,2867,5.78,5.81,3.5,"Suitable"
0.77,61.2,58,2780,5.9,5.93,3.62,"Suitable"
0.71,61.5,58,2843,5.73,5.79,3.54,"Suitable"
0.8,62.4,57,2890,5.9,5.87,3.67,"Suitable"
0.73,61.7,60,2771,5.79,5.82,3.58,"Suitable"
0.82,61.7,53,2867,6.12,6,3.74,"Suitable"
0.79,62.3,57,2898,5.9,5.85,3.66,"Suitable"
0.53,61.8,55,3084,5.19,5.24,3.22,"Suitable"
0.79,61.3,56,3163,5.96,6.01,3.67,"Suitable"
0.7,61.5,56,2967,5.69,5.75,3.52,"Suitable"
0.73,60.7,58,2770,5.87,5.82,3.55,"Suitable"
0.75,61.5,58,2923,5.82,5.86,3.59,"Suitable"
0.7,58.9,60,2845,5.83,5.85,3.44,"Suitable"
0.6,60.1,54,2988,5.5,5.58,3.33,"Suitable"
0.75,60.4,57,2801,5.93,5.96,3.59,"Suitable"
0.56,62,56,2866,5.25,5.3,3.27,"Suitable"
0.7,60.1,60,3017,5.73,5.76,3.45,"Suitable"
0.77,61.7,58,2988,5.86,5.9,3.63,"Suitable"
0.71,61.2,56,3116,5.77,5.79,3.54,"Suitable"
0.39,61.5,57,558,4.66,4.7,2.88,"Suitable"
0.32,62.4,57,554,4.37,4.35,2.72,"Suitable"
0.36,61.9,55,556,4.57,4.59,2.83,"Suitable"
0.85,60,57,3070,6.1,6.16,3.68,"Suitable"
0.72,63,55,2802,5.79,5.61,3.59,"Suitable"
0.7,62.8,57,2998,5.69,5.75,3.59,"Suitable"
0.71,62.2,55,3045,5.68,5.74,3.56,"Suitable"
0.33,61.1,56,403,4.49,4.55,2.76,"Suitable"
1.03,62.4,57,3172,6.43,6.36,4,"Suitable"
0.9,62,56,2948,6.2,6.16,3.83,"Suitable"
0.8,62.5,57,2870,5.94,5.9,3.7,"Suitable"
0.92,62.3,56,3170,6.24,6.29,3.9,"Suitable"
0.71,61,55,2863,5.79,5.75,3.52,"Suitable"
0.73,61.3,57,2869,5.84,5.81,3.57,"Suitable"
0.72,61,59,3084,5.73,5.78,3.51,"Suitable"
0.72,61.9,55,2954,5.75,5.78,3.57,"Suitable"
0.75,61.3,56,2773,5.85,5.89,3.6,"Suitable"
0.74,61.9,55,3130,5.8,5.83,3.6,"Suitable"
0.7,62.6,56,2822,5.71,5.66,3.56,"Suitable"
0.32,61.9,59,561,4.36,4.39,2.71,"Suitable"
0.87,62.5,57,2923,6.13,6.06,3.81,"Suitable"
1,61.3,57,3136,6.44,6.41,3.94,"Suitable"
0.7,61.8,56,2837,5.74,5.69,3.53,"Suitable"
0.82,62.6,59,2939,5.99,5.93,3.73,"Suitable"
0.71,62,61,3062,5.71,5.65,3.52,"Suitable"
0.71,62.9,57,2867,5.67,5.69,3.57,"Suitable"
0.7,59.5,59,2862,5.82,5.77,3.45,"Suitable"
0.8,62,58,2833,5.86,5.95,3.66,"Suitable"
0.7,60.9,61,2812,5.66,5.71,3.46,"Suitable"
0.61,59.6,57,2763,5.56,5.58,3.32,"Suitable"
0.72,62.6,59,3075,5.69,5.72,3.57,"Suitable"
0.73,60.9,59,2947,5.82,5.77,3.53,"Suitable"
0.92,58.7,61,2880,6.34,6.43,3.75,"Suitable"
0.32,61.7,58,561,4.38,4.44,2.72,"Suitable"
0.7,62.7,58,2843,5.65,5.67,3.55,"Suitable"
0.26,61.5,57,556,4.09,4.12,2.52,"Suitable"
0.9,63.3,59,2973,6.08,6.12,3.86,"Suitable"
0.32,63,57,561,4.37,4.39,2.76,"Suitable"
0.7,63.1,56,2985,5.62,5.69,3.57,"Suitable"
0.7,62.6,59,2837,5.69,5.66,3.55,"Suitable"
0.7,62.4,57,2956,5.67,5.71,3.55,"Suitable"
0.71,62.2,57,3073,5.69,5.73,3.55,"Suitable"
0.32,61.4,58,556,4.37,4.42,2.7,"Suitable"
0.32,62.8,57,561,4.34,4.39,2.74,"Suitable"
0.84,62,56,2986,6.02,6.05,3.74,"Suitable"
0.24,62.4,56,559,3.97,3.99,2.48,"Suitable"
0.81,62.3,59,3095,5.93,5.98,3.71,"Suitable"
0.3,63.1,56,554,4.29,4.27,2.7,"Suitable"
0.24,62.2,56,559,4,4.04,2.5,"Suitable"
0.74,61.1,57,2947,5.83,5.86,3.57,"Suitable"
0.7,62.2,57,3063,5.63,5.68,3.52,"Suitable"
0.83,63.1,58,3118,5.98,5.94,3.76,"Suitable"
0.83,62.1,57,3010,6,6.02,3.73,"Suitable"
0.82,61.1,60,3080,6.02,5.96,3.66,"Suitable"
0.24,61.6,57,559,3.99,4.02,2.46,"Suitable"
0.23,59.8,57,402,4.04,4.06,2.42,"Suitable"
0.81,60.2,58,2936,6.06,6.1,3.66,"Suitable"
0.7,62.3,55,3092,5.67,5.7,3.54,"Suitable"
0.24,62.3,57,336,3.95,3.98,2.47,"Suitable"
0.81,62.5,60,2806,5.89,5.94,3.69,"Suitable"
0.55,61.5,56,2815,5.23,5.27,3.23,"Suitable"
0.71,61.8,56,3059,5.74,5.78,3.56,"Suitable"
0.71,62.9,58,2820,5.66,5.69,3.57,"Suitable"
0.73,59.1,59,2846,5.92,5.95,3.51,"Suitable"
0.56,61,59,2833,5.28,5.34,3.24,"Suitable"
0.77,60.3,58,3166,5.89,5.96,3.57,"Suitable"
0.7,58.7,60,3062,5.8,5.75,3.39,"Suitable"
0.78,61.9,57.1,2854,5.87,5.95,3.66,"Suitable"
1.05,63.2,56,2789,6.49,6.45,4.09,"Suitable"
0.73,61.9,55,3089,5.76,5.8,3.58,"Suitable"
0.82,62.3,56,2867,5.99,5.95,3.72,"Suitable"
0.72,60.9,60,2863,5.78,5.74,3.51,"Suitable"
0.75,61.1,59,2814,5.86,5.83,3.57,"Suitable"
0.73,61.8,58,2805,5.77,5.81,3.58,"Suitable"
0.73,62.7,58,2939,5.72,5.77,3.6,"Suitable"
1,58.2,60,2795,6.61,6.55,3.83,"Suitable"
0.73,61.6,55,2951,5.77,5.81,3.56,"Suitable"
0.77,62.9,59,2846,5.84,5.79,3.66,"Suitable"
0.91,63.5,58,2905,6.17,6.12,3.9,"Suitable"
0.87,63.6,55.8,2791,6.07,6.1,3.87,"Suitable"
1.02,61.6,55,2856,6.49,6.43,3.98,"Suitable"
0.7,61.9,59,3109,5.67,5.6,3.49,"Suitable"
1.2,63.1,60,2850,6.75,6.67,4.23,"Suitable"
0.74,61.7,56,3170,5.83,5.78,3.58,"Suitable"
0.25,61.5,60,558,4.04,4.02,2.48,"Suitable"
0.71,62.8,57,2777,5.64,5.69,3.56,"Suitable"
0.71,60.6,58,2863,5.79,5.77,3.5,"Suitable"
0.7,62,55,2881,5.74,5.71,3.55,"Suitable"
0.75,61.9,61,2961,5.85,5.82,3.61,"Suitable"
0.81,61.6,56,3084,6.03,5.98,3.7,"Suitable"
0.8,61,57,2797,6.03,6.01,3.67,"Suitable"
0.71,60.9,57,2766,5.78,5.75,3.51,"Suitable"
0.36,61.6,56,560,4.57,4.62,2.83,"Suitable"
0.9,63.4,62,3084,6.02,6,3.81,"Suitable"
0.33,62.1,55,557,4.44,4.41,2.75,"Suitable"
0.7,61.8,59,2952,5.63,5.67,3.49,"Suitable"
0.77,62.4,59,3018,5.85,5.81,3.64,"Suitable"
0.72,62.4,55,3105,5.78,5.75,3.6,"Suitable"
0.82,62.3,56,2841,5.96,6.02,3.73,"Suitable"
1.24,61.9,55,2940,6.85,6.92,4.26,"Suitable"
0.7,63,60,2818,5.64,5.6,3.54,"Suitable"
0.32,61.6,57,561,4.39,4.41,2.71,"Suitable"
0.74,62.4,57,2855,5.8,5.74,3.6,"Suitable"
0.7,62.3,54,2930,5.67,5.72,3.55,"Suitable"
0.75,59.7,62,3046,5.89,5.94,3.53,"Suitable"
0.7,62.7,57,3016,5.65,5.7,3.56,"Suitable"
1,61.3,57,3080,6.41,6.44,3.94,"Suitable"
0.87,62.7,56,2816,6.16,6.13,3.85,"Suitable"
0.71,62.5,57,3095,5.7,5.73,3.57,"Suitable"
0.32,61,59,554,4.39,4.36,2.67,"Suitable"
0.76,62.8,56,2873,5.78,5.82,3.64,"Suitable"
0.74,61.5,55,2780,5.81,5.86,3.59,"Suitable"
0.73,60.8,57,2916,5.8,5.83,3.54,"Suitable"
0.75,62,55.1,2992,5.83,5.85,3.62,"Suitable"
0.74,62.3,56,2956,5.75,5.78,3.59,"Suitable"
0.8,61.8,59,3066,5.94,5.96,3.68,"Suitable"
0.74,62.4,57,2906,5.74,5.8,3.6,"Suitable"
0.7,61,58,2777,5.78,5.72,3.51,"Suitable"
0.91,60.1,62,3047,6.24,6.2,3.73,"Suitable"
0.72,60.2,60,3045,5.76,5.81,3.48,"Suitable"
0.23,60.5,61,357,3.96,3.97,2.4,"Suitable"
0.72,60.6,63,2782,5.83,5.76,3.51,"Suitable"
0.79,60.6,57,2793,5.98,6.06,3.65,"Suitable"
1.12,60.6,59,2898,6.68,6.61,4.03,"Suitable"
0.81,61.9,59,3043,5.97,5.95,3.69,"Suitable"
0.7,63.4,59,2905,5.62,5.64,3.57,"Suitable"
0.78,60.4,57,3019,6.02,5.97,3.62,"Suitable"
0.81,61.9,58,3004,5.99,5.96,3.7,"Suitable"
0.71,62.7,60,2797,5.67,5.71,3.57,"Suitable"
0.7,58.5,60,3028,5.82,5.94,3.44,"Suitable"
0.76,61.1,57,3170,5.84,5.95,3.6,"Suitable"
0.82,60.7,56,2836,6.04,6.06,3.67,"Suitable"
0.71,62.4,54,2923,5.71,5.74,3.57,"Suitable"
0.71,62.1,55,2839,5.82,5.68,3.57,"Suitable"
0.72,62.4,55,2868,5.72,5.75,3.58,"Suitable"
0.71,62.1,54,2918,5.7,5.76,3.56,"Suitable"
0.71,61.5,60,2858,5.76,5.68,3.52,"Suitable"
0.77,59.8,61,2889,5.99,5.95,3.57,"Suitable"
0.32,62.6,60,561,4.33,4.36,2.72,"Suitable"
0.7,61.8,59,2845,5.65,5.68,3.5,"Suitable"
1.02,60.3,58,2815,6.55,6.5,3.94,"Suitable"
0.77,60.6,56,2973,5.9,5.95,3.59,"Suitable"
0.76,61.3,56,3079,5.79,5.83,3.56,"Suitable"
0.72,61.5,60,2961,5.79,5.75,3.55,"Suitable"
0.53,61.9,54,2802,5.22,5.25,3.24,"Suitable"
0.81,59.2,57,2809,6.15,6.05,3.61,"Suitable"
0.79,61.5,55,2945,5.89,5.94,3.64,"Suitable"
0.7,61.8,56,2822,5.73,5.63,3.51,"Suitable"
1.17,60.2,61,2774,6.83,6.9,4.13,"Suitable"
0.71,62.1,60,2950,5.72,5.68,3.54,"Suitable"
0.73,61.8,57,3041,5.78,5.81,3.58,"Suitable"
0.7,61.2,55,3119,5.74,5.76,3.52,"Suitable"
0.72,61.9,58,2797,5.72,5.75,3.55,"Suitable"
0.72,62.1,57,3093,5.76,5.74,3.57,"Suitable"
0.32,61.7,57,561,4.38,4.4,2.71,"Suitable"
0.7,62.2,55,3154,5.65,5.67,3.52,"Suitable"
0.71,61.8,59,2817,5.75,5.7,3.54,"Suitable"
0.8,58.2,63,2925,6.07,6.03,3.52,"Suitable"
0.7,60.9,61,2838,5.71,5.66,3.46,"Suitable"
0.72,62.8,57,2835,5.71,5.73,3.59,"Suitable"
0.73,62.7,55,2793,5.72,5.76,3.6,"Suitable"
0.7,62.4,56,2874,5.69,5.65,3.54,"Suitable"
0.71,59.3,56,2840,5.88,5.82,3.47,"Suitable"
0.26,63.4,59,554,4,4.04,2.55,"Suitable"
0.32,63.1,56,554,4.39,4.36,2.76,"Suitable"
0.73,63.2,58,2821,5.76,5.7,3.62,"Suitable"
0.71,61.7,57,2913,5.7,5.75,3.53,"Suitable"
0.81,62.7,58,2950,5.9,5.96,3.72,"Suitable"
0.75,61.8,55,3086,5.85,5.87,3.62,"Suitable"
0.7,61.6,60,2762,5.65,5.59,3.46,"Suitable"
0.8,63,57,3005,5.89,5.95,3.73,"Suitable"
0.71,61.5,56,2965,5.72,5.76,3.52,"Suitable"
0.74,61.3,58,2944,5.8,5.85,3.57,"Suitable"
0.8,63.4,57,2851,5.89,5.82,3.71,"Suitable"
0.72,61.8,55,2918,5.75,5.79,3.56,"Suitable"
0.24,60.8,58,559,4.01,4.05,2.44,"Suitable"
1,58.9,60,2841,6.6,6.55,3.87,"Suitable"
0.81,62.4,57,2894,5.91,5.99,3.71,"Suitable"
0.73,61.3,56,3023,5.78,5.84,3.56,"Suitable"
0.9,62.2,59,2826,6.11,6.07,3.79,"Suitable"
0.61,62.4,53.9,2907,5.42,5.43,3.38,"Suitable"
0.73,61.7,55,2948,5.8,5.84,3.59,"Suitable"
0.7,61.3,58,2777,5.71,5.68,3.49,"Suitable"
0.7,62.5,55,2862,5.67,5.72,3.56,"Suitable"
0.94,62.3,59,3095,6.32,6.23,3.91,"Suitable"
0.78,62.7,55,3014,5.9,5.87,3.69,"Suitable"
0.82,61.6,57,2986,6,6.05,3.71,"Suitable"
0.7,59.4,61,2838,5.83,5.79,3.45,"Suitable"
0.7,61.9,55,3011,5.7,5.74,3.54,"Suitable"
0.78,62.4,57,3035,5.87,5.89,3.67,"Suitable"
0.72,60.1,56,3122,5.85,5.88,3.52,"Suitable"
0.71,60.5,58,2839,5.75,5.72,3.47,"Suitable"
0.63,62.4,56,3161,5.48,5.52,3.43,"Suitable"
0.82,62.4,54,2799,5.97,6.02,3.74,"Suitable"
0.91,58.6,63,3015,6.32,6.38,3.72,"Suitable"
0.27,60.4,58,560,4.18,4.2,2.53,"Suitable"
0.7,60.7,58,3092,5.7,5.73,3.47,"Suitable"
0.72,62.5,58,2889,5.68,5.72,3.56,"Suitable"
0.52,60.1,58,2970,5.23,5.18,3.13,"Suitable"
1.01,62,63,3137,6.34,6.25,3.9,"Suitable"
0.7,61,60,2850,5.74,5.77,3.51,"Suitable"
0.51,62,57,2787,5.11,5.15,3.18,"Suitable"
0.32,62.9,54,561,4.37,4.41,2.76,"Suitable"
0.71,62.2,56,3103,5.7,5.75,3.56,"Suitable"
0.7,60.4,56,2815,5.75,5.81,3.49,"Suitable"
0.71,61.5,55,2878,5.76,5.78,3.55,"Suitable"
0.71,61.8,59,2792,5.7,5.75,3.54,"Suitable"
0.7,61.7,56,2972,5.64,5.71,3.5,"Suitable"
0.52,61.1,57,3033,5.17,5.21,3.17,"Suitable"
0.72,61.3,56,3102,5.77,5.82,3.55,"Suitable"
0.31,62.3,60,558,4.32,4.31,2.69,"Suitable"
0.77,61,58,2856,5.94,5.9,3.61,"Suitable"
0.23,61.9,54,404,3.93,3.95,2.44,"Suitable"
0.33,61.2,56,403,4.49,4.5,2.75,"Suitable"
0.79,61.4,59,3058,5.96,5.89,3.64,"Suitable"
0.32,62.9,58,554,4.35,4.33,2.73,"Suitable"
0.77,60.8,59,2856,5.92,5.86,3.58,"Suitable"
0.71,60.3,58,2839,5.82,5.78,3.5,"Suitable"
0.75,61.7,56,2964,5.84,5.86,3.61,"Suitable"
0.65,61.3,56,2921,5.58,5.61,3.43,"Suitable"
0.76,58.3,62,2937,6.12,5.95,3.52,"Suitable"
0.9,59.6,59,3105,6.38,6.24,3.76,"Suitable"
0.7,59.7,58,2822,5.82,5.77,3.46,"Suitable"
0.75,61.6,58,3013,5.84,5.89,3.61,"Suitable"
0.75,60.8,56,3045,5.91,5.89,3.59,"Suitable"
0.74,62.1,53.9,2952,5.79,5.81,3.6,"Suitable"
0.71,63.3,56,3061,5.64,5.68,3.58,"Suitable"
0.93,61,54,3114,6.35,6.32,3.87,"Suitable"
0.61,61.2,56,3008,5.46,5.48,3.35,"Suitable"
0.75,63.2,57,3129,5.78,5.74,3.64,"Suitable"
0.71,62.4,54,2762,5.72,5.76,3.58,"Suitable"
0.81,62.4,57,3109,5.92,5.97,3.71,"Suitable"
0.78,61.7,56,3056,5.9,5.93,3.65,"Suitable"
0.71,62.3,58,2817,5.69,5.65,3.53,"Suitable"
0.72,61.8,56,2883,5.75,5.81,3.57,"Suitable"
0.8,62.5,56,3066,5.94,5.99,3.73,"Suitable"
0.59,62,55,2761,5.38,5.43,3.35,"Suitable"
1.02,60.3,54,2879,6.53,6.5,3.93,"Suitable"
0.7,61.3,59,2987,5.68,5.7,3.49,"Suitable"
0.74,62.5,60,2917,5.78,5.74,3.6,"Suitable"
0.72,61.4,59,2954,5.71,5.79,3.53,"Suitable"
0.23,59.5,58,402,4.01,4.06,2.4,"Suitable"
0.7,60.8,56,2942,5.78,5.79,3.52,"Suitable"
1,62.3,58,3136,6.38,6.33,3.96,"Suitable"
0.9,62.8,57,3160,6.15,6.2,3.88,"Suitable"
0.33,62.8,58,557,4.41,4.38,2.76,"Suitable"
0.71,62.5,57,3090,5.71,5.68,3.56,"Suitable"
0.9,60.9,56,2947,6.26,6.21,3.8,"Suitable"
1.02,61.7,58,3027,6.46,6.41,3.97,"Suitable"
0.3,62.9,58,554,4.28,4.24,2.68,"Suitable"
0.7,62.4,58,2952,5.66,5.68,3.54,"Suitable"
0.73,62.5,61,2862,5.78,5.64,3.59,"Suitable"
0.72,61.7,57,2829,5.77,5.74,3.55,"Suitable"
0.77,62.1,56,2896,5.83,5.89,3.64,"Suitable"
0.71,61.9,56,2907,5.7,5.74,3.54,"Suitable"
0.53,61.4,57,2834,5.2,5.23,3.2,"Suitable"
0.89,62.2,62,2955,6.14,6.02,3.78,"Suitable"
0.7,61.5,55,2815,5.73,5.79,3.54,"Suitable"
0.79,61.2,56,3169,5.96,6.01,3.66,"Suitable"
0.72,62.2,57,3075,5.72,5.75,3.57,"Suitable"
0.77,62.1,56,3114,5.85,5.88,3.64,"Suitable"
0.71,61.8,55,3084,5.72,5.74,3.54,"Suitable"
0.71,62.2,59,3062,5.71,5.61,3.52,"Suitable"
0.87,59.9,58,2802,6.19,6.23,3.72,"Suitable"
0.93,62.3,57,3047,6.22,6.2,3.87,"Suitable"
0.32,62.2,57,561,4.38,4.43,2.74,"Suitable"
1.06,62.8,55,3146,6.51,6.46,4.07,"Suitable"
0.32,61.7,60,561,4.32,4.4,2.69,"Suitable"
0.74,61,58,2929,5.82,5.85,3.56,"Suitable"
0.84,62.8,57,3015,6,6.04,3.78,"Suitable"
0.3,59.3,61,405,4.43,4.38,2.61,"Suitable"
0.82,62.4,56,2962,6.01,5.98,3.74,"Suitable"
0.8,62.8,57,2834,5.91,5.87,3.7,"Suitable"
0.7,62.6,59,3136,5.66,5.62,3.53,"Suitable"
0.73,62.1,55,2822,5.75,5.78,3.58,"Suitable"
0.72,63.8,57,3035,5.66,5.69,3.62,"Suitable"
0.78,62.4,58,2945,5.86,5.9,3.67,"Suitable"
0.9,59.5,63,3160,6.26,6.31,3.74,"Suitable"
0.73,61.2,57,2947,5.79,5.81,3.55,"Suitable"
0.75,62.3,57,2903,5.83,5.8,3.62,"Suitable"
0.76,61.1,58,2897,5.91,5.85,3.59,"Suitable"
0.8,59.4,58,2927,6.07,6.09,3.61,"Suitable"
0.7,61.6,55,2874,5.75,5.71,3.53,"Suitable"
